,Slope ($\mu$m/y),Sample
2846,-0.7665829062461853,predicted scores
2847,-0.7866504192352295,predicted scores
2848,-1.0766215324401855,predicted scores
2849,-0.2823202610015869,predicted scores
2850,-1.2981183528900146,predicted scores
2851,-0.891887903213501,predicted scores
2852,-0.3941516876220703,predicted scores
2853,-0.14239251613616943,predicted scores
2854,-0.3750167191028595,predicted scores
2855,-0.263213574886322,predicted scores
2856,-1.1526315212249756,predicted scores
2857,-0.5206137299537659,predicted scores
2858,-0.7730246186256409,predicted scores
2859,-0.41343414783477783,predicted scores
2860,-0.9416291117668152,predicted scores
2861,-0.5426195859909058,predicted scores
2862,-0.8009518384933472,predicted scores
2863,-0.6173985004425049,predicted scores
2864,-0.4559716582298279,predicted scores
2865,-0.5007795095443726,predicted scores
2866,-1.011191964149475,predicted scores
2867,-0.3222729563713074,predicted scores
2868,-0.23690789937973022,predicted scores
2869,-0.4355812072753906,predicted scores
2870,-0.6828719973564148,predicted scores
2871,-0.1726590096950531,predicted scores
2872,-0.6184902191162109,predicted scores
2873,-1.1341346502304077,predicted scores
2874,-0.6883182525634766,predicted scores
2875,-0.28163498640060425,predicted scores
2876,-0.5270361304283142,predicted scores
2877,-1.623450517654419,predicted scores
2878,-0.404468297958374,predicted scores
2879,-0.5288619995117188,predicted scores
2880,-0.687041699886322,predicted scores
2881,-0.9293844103813171,predicted scores
2882,-1.0193679332733154,predicted scores
2883,-0.5736933350563049,predicted scores
2884,-0.8433163166046143,predicted scores
2885,-1.1078603267669678,predicted scores
2886,0.4335600733757019,predicted scores
2887,-0.9548194408416748,predicted scores
2888,-0.6576683521270752,predicted scores
2889,-0.3483414947986603,predicted scores
2890,-1.1451826095581055,predicted scores
2891,-0.9059070348739624,predicted scores
2892,-0.3211883306503296,predicted scores
2893,-1.095727801322937,predicted scores
2894,-0.47978466749191284,predicted scores
2895,-0.6137418746948242,predicted scores
2896,-0.4917246401309967,predicted scores
2897,-0.549950122833252,predicted scores
2898,-0.5770185589790344,predicted scores
2899,-0.40324336290359497,predicted scores
2900,-0.41739219427108765,predicted scores
2901,-0.6438509821891785,predicted scores
2902,-0.7764348983764648,predicted scores
2903,-0.8467576503753662,predicted scores
2904,-0.6428300738334656,predicted scores
2905,-0.9117308855056763,predicted scores
2906,-0.5675554275512695,predicted scores
2907,-0.3697951138019562,predicted scores
2908,-0.8647764921188354,predicted scores
2909,-0.5421793460845947,predicted scores
2910,-0.8730888366699219,predicted scores
2911,-0.2022201120853424,predicted scores
2912,-0.3138405680656433,predicted scores
2913,-0.4489172697067261,predicted scores
2914,-0.7016603946685791,predicted scores
2915,-0.7019622325897217,predicted scores
2916,-0.42698225378990173,predicted scores
2917,-0.792874276638031,predicted scores
2918,-0.8623622059822083,predicted scores
2919,-0.3377830386161804,predicted scores
2920,-0.7271069884300232,predicted scores
2921,-0.3439440131187439,predicted scores
2922,-0.5347805023193359,predicted scores
2923,-0.46147069334983826,predicted scores
2924,-0.6979385614395142,predicted scores
2925,-1.761842966079712,predicted scores
2926,-1.432307243347168,predicted scores
2927,-1.0897213220596313,predicted scores
2928,-0.48221081495285034,predicted scores
2929,-0.652769148349762,predicted scores
2930,-0.6500564813613892,predicted scores
2931,-0.2562788724899292,predicted scores
2932,-0.37816789746284485,predicted scores
2933,-0.03004688024520874,predicted scores
2934,-0.7248213887214661,predicted scores
2935,-0.23846352100372314,predicted scores
2936,-0.9501738548278809,predicted scores
2937,-0.6552687883377075,predicted scores
2938,-0.68571937084198,predicted scores
2939,-0.5596279501914978,predicted scores
2940,-0.8011134266853333,predicted scores
2941,-0.6254904270172119,predicted scores
2942,-0.5254539847373962,predicted scores
2943,-0.8099311590194702,predicted scores
2944,-0.6560083031654358,predicted scores
2945,-0.7125513553619385,predicted scores
2946,-0.4380814731121063,predicted scores
2947,-0.6387709975242615,predicted scores
2948,-0.21113121509552002,predicted scores
2949,-0.8261671662330627,predicted scores
2950,-0.4912683367729187,predicted scores
2951,-0.771795392036438,predicted scores
2952,-0.7069239616394043,predicted scores
2953,-0.8662599325180054,predicted scores
2954,-0.5431749224662781,predicted scores
2955,-1.1116251945495605,predicted scores
2956,-0.9568928480148315,predicted scores
2957,-0.5423710346221924,predicted scores
2958,-0.623111367225647,predicted scores
2959,-0.8206733465194702,predicted scores
2960,-0.6776065230369568,predicted scores
2961,-0.8206053972244263,predicted scores
2962,-0.8435438275337219,predicted scores
2963,-0.848754346370697,predicted scores
2964,-0.7370281219482422,predicted scores
2965,-0.23685932159423828,predicted scores
2966,-0.5482444167137146,predicted scores
2967,-0.42047804594039917,predicted scores
2968,-0.8201884031295776,predicted scores
2969,-0.5847804546356201,predicted scores
2970,-0.36218059062957764,predicted scores
2971,-0.8928141593933105,predicted scores
2972,-0.714714765548706,predicted scores
2973,-0.9033020734786987,predicted scores
2974,-1.2597782611846924,predicted scores
2975,-1.2176735401153564,predicted scores
2976,-1.3678892850875854,predicted scores
2977,-0.479595422744751,predicted scores
2978,-0.45448851585388184,predicted scores
2979,-0.734595775604248,predicted scores
2980,-0.8777066469192505,predicted scores
2981,-0.724778413772583,predicted scores
2982,-0.4267721176147461,predicted scores
2983,-0.41418761014938354,predicted scores
2984,-0.5592761039733887,predicted scores
2985,-0.7126518487930298,predicted scores
2986,-0.5575240254402161,predicted scores
2987,-0.6006085872650146,predicted scores
2988,-1.943328857421875,predicted scores
2989,-0.51088947057724,predicted scores
2990,-0.7769178152084351,predicted scores
2991,-0.5477691292762756,predicted scores
2992,-0.45219582319259644,predicted scores
2993,-0.37605950236320496,predicted scores
2994,-0.890900731086731,predicted scores
2995,-0.7195290923118591,predicted scores
2996,-0.7726691365242004,predicted scores
2997,-0.6056748628616333,predicted scores
2998,-0.6524006128311157,predicted scores
2999,-0.396461546421051,predicted scores
3000,-0.6544224619865417,predicted scores
3001,-0.4435689449310303,predicted scores
3002,-0.6347389221191406,predicted scores
3003,-0.6446634531021118,predicted scores
3004,-0.6088301539421082,predicted scores
3005,-2.0104598999023438,predicted scores
3006,-1.0451079607009888,predicted scores
3007,-0.09156543016433716,predicted scores
3008,-0.9074171185493469,predicted scores
3009,-0.3649737536907196,predicted scores
3010,-0.3224840462207794,predicted scores
3011,-0.32751426100730896,predicted scores
3012,-0.7915076017379761,predicted scores
3013,-1.472804307937622,predicted scores
3014,-1.837437391281128,predicted scores
3015,-0.3638426661491394,predicted scores
3016,-0.5893464684486389,predicted scores
3017,-0.2347186803817749,predicted scores
3018,-1.194028377532959,predicted scores
3019,-0.5824671983718872,predicted scores
3020,-0.5453886985778809,predicted scores
3021,-0.9029960632324219,predicted scores
3022,-0.28371915221214294,predicted scores
3023,-0.5638452172279358,predicted scores
3024,-0.8717572689056396,predicted scores
3025,-0.7474130988121033,predicted scores
3026,-0.4443860948085785,predicted scores
3027,-0.87404865026474,predicted scores
3028,-0.2677147686481476,predicted scores
3029,-0.733634352684021,predicted scores
3030,-1.415318250656128,predicted scores
3031,-0.8181819319725037,predicted scores
3032,-0.7077255845069885,predicted scores
3033,-0.43797576427459717,predicted scores
3034,-0.7264259457588196,predicted scores
3035,-0.5783013701438904,predicted scores
3036,-0.6338086128234863,predicted scores
3037,-0.6069191694259644,predicted scores
3038,0.7704867720603943,predicted scores
3039,-1.0615520477294922,predicted scores
3040,-0.3959607779979706,predicted scores
3041,-0.36148762702941895,predicted scores
3042,-0.8137171864509583,predicted scores
3043,0.0011612176895141602,predicted scores
3044,-0.80128413438797,predicted scores
3045,-0.4850202202796936,predicted scores
3046,-0.4067484140396118,predicted scores
3047,-0.6851159334182739,predicted scores
3048,-0.4626632332801819,predicted scores
3049,-0.8701719045639038,predicted scores
3050,-0.8907560110092163,predicted scores
3051,-0.9928323030471802,predicted scores
3052,0.36717450618743896,predicted scores
3053,-0.7974663376808167,predicted scores
3054,-1.0880388021469116,predicted scores
3055,-0.34280824661254883,predicted scores
3056,-0.6697657704353333,predicted scores
3057,-0.7138996124267578,predicted scores
3058,-0.40277671813964844,predicted scores
3059,-0.5099971294403076,predicted scores
3060,-0.586739182472229,predicted scores
3061,-0.4476831555366516,predicted scores
3062,-0.6245750188827515,predicted scores
3063,-0.3201916217803955,predicted scores
3064,-0.762715220451355,predicted scores
3065,-0.18665540218353271,predicted scores
3066,-0.7724465131759644,predicted scores
3067,-0.8493648171424866,predicted scores
3068,-0.14458531141281128,predicted scores
3069,-0.5481023788452148,predicted scores
3070,-0.2709881365299225,predicted scores
3071,-1.003377914428711,predicted scores
3072,-0.3659367263317108,predicted scores
3073,-0.20955127477645874,predicted scores
3074,-1.6722116470336914,predicted scores
3075,-0.6433497071266174,predicted scores
3076,-0.9263434410095215,predicted scores
3077,-0.19197142124176025,predicted scores
3078,-0.590346097946167,predicted scores
3079,-0.732848048210144,predicted scores
3080,-0.9153907299041748,predicted scores
3081,-0.8286924362182617,predicted scores
3082,-2.375526189804077,predicted scores
3083,-0.45865124464035034,predicted scores
3084,-0.6732981204986572,predicted scores
3085,-0.3568084239959717,predicted scores
3086,-0.5759931802749634,predicted scores
3087,-0.6179078221321106,predicted scores
3088,-0.5489708185195923,predicted scores
3089,-0.4015342593193054,predicted scores
3090,-0.9262182712554932,predicted scores
3091,-0.995461642742157,predicted scores
3092,-0.46083903312683105,predicted scores
3093,-0.20560866594314575,predicted scores
3094,-0.5557523369789124,predicted scores
3095,-0.688518226146698,predicted scores
3096,-0.1814732551574707,predicted scores
3097,-1.1949373483657837,predicted scores
3098,-0.5493177771568298,predicted scores
3099,-0.16438892483711243,predicted scores
3100,-0.8249544501304626,predicted scores
3101,-0.7420949339866638,predicted scores
3102,-1.1318798065185547,predicted scores
3103,-0.6953569054603577,predicted scores
3104,-0.6178203225135803,predicted scores
3105,-0.383816659450531,predicted scores
3106,-0.6285409331321716,predicted scores
3107,-0.5979430079460144,predicted scores
3108,-1.1988952159881592,predicted scores
3109,-0.6748923063278198,predicted scores
3110,-1.4199600219726562,predicted scores
3111,-0.1509413719177246,predicted scores
3112,-0.6177924275398254,predicted scores
3113,-0.3342224061489105,predicted scores
3114,-0.7972608804702759,predicted scores
3115,-0.18166610598564148,predicted scores
3116,-0.7900542616844177,predicted scores
3117,-0.5958948135375977,predicted scores
3118,-0.1851189136505127,predicted scores
3119,-0.535892903804779,predicted scores
3120,-0.5587450861930847,predicted scores
3121,-0.3325608968734741,predicted scores
3122,-1.1634137630462646,predicted scores
3123,-0.41460633277893066,predicted scores
3124,-0.9841230511665344,predicted scores
3125,-1.1540652513504028,predicted scores
3126,-0.1747048795223236,predicted scores
3127,-0.7306206226348877,predicted scores
3128,-0.4566587805747986,predicted scores
3129,-0.5754221677780151,predicted scores
3130,-0.5153484344482422,predicted scores
3131,-0.07332241535186768,predicted scores
3132,-0.3902466595172882,predicted scores
3133,-0.7315698266029358,predicted scores
3134,-1.066227674484253,predicted scores
3135,-1.5142180919647217,predicted scores
3136,-0.5278524160385132,predicted scores
3137,-0.4465731978416443,predicted scores
3138,-1.6556744575500488,predicted scores
3139,-0.09337091445922852,predicted scores
3140,-0.5430728793144226,predicted scores
3141,-0.21873733401298523,predicted scores
3142,-0.554925799369812,predicted scores
3143,-0.3009372055530548,predicted scores
3144,-0.22023391723632812,predicted scores
3145,-0.1988506317138672,predicted scores
3146,-0.5016248822212219,predicted scores
3147,-0.5187489986419678,predicted scores
3148,-0.8946504592895508,predicted scores
3149,-0.8127689361572266,predicted scores
3150,0.029008328914642334,predicted scores
3151,-1.0462486743927002,predicted scores
3152,-0.7006210684776306,predicted scores
3153,-1.4183892011642456,predicted scores
3154,-0.5668819546699524,predicted scores
3155,-0.5939716696739197,predicted scores
3156,-0.4170915484428406,predicted scores
3157,-0.32567575573921204,predicted scores
3158,-1.0058488845825195,predicted scores
3159,-0.8444212675094604,predicted scores
3160,0.1970982551574707,predicted scores
3161,-0.4281541109085083,predicted scores
3162,-1.038874864578247,predicted scores
3163,-0.5278373956680298,predicted scores
3164,-1.1527793407440186,predicted scores
3165,-1.271359920501709,predicted scores
3166,-0.48815295100212097,predicted scores
3167,-0.7625383138656616,predicted scores
3168,-0.48100578784942627,predicted scores
3169,-0.931656002998352,predicted scores
3170,-1.0389072895050049,predicted scores
3171,-0.44664114713668823,predicted scores
3172,-1.2090569734573364,predicted scores
3173,-0.6074563264846802,predicted scores
3174,-0.4789775311946869,predicted scores
3175,-0.9021862745285034,predicted scores
3176,-0.3891248106956482,predicted scores
3177,-1.4936599731445312,predicted scores
3178,-0.5655076503753662,predicted scores
3179,-0.9220237135887146,predicted scores
3180,-0.7857815027236938,predicted scores
3181,-0.5365384817123413,predicted scores
3182,-0.38364821672439575,predicted scores
3183,-0.619133710861206,predicted scores
3184,-1.2943415641784668,predicted scores
3185,-0.9504111409187317,predicted scores
3186,-0.7437787055969238,predicted scores
3187,-0.5679627656936646,predicted scores
3188,-0.296333909034729,predicted scores
3189,-0.7743575572967529,predicted scores
3190,-1.1040524244308472,predicted scores
3191,-0.850997269153595,predicted scores
3192,-0.47157853841781616,predicted scores
3193,-0.2807517945766449,predicted scores
3194,-0.6008374094963074,predicted scores
3195,-0.6320653557777405,predicted scores
3196,-1.2041573524475098,predicted scores
3197,-0.4121776819229126,predicted scores
3198,-0.55973881483078,predicted scores
3199,-0.44725972414016724,predicted scores
3200,-0.7666969299316406,predicted scores
3201,-0.3759487271308899,predicted scores
3202,-0.47510769963264465,predicted scores
3203,-0.27223363518714905,predicted scores
3204,-0.4103701412677765,predicted scores
3205,-0.34969469904899597,predicted scores
3206,-0.7590600848197937,predicted scores
3207,-0.9739951491355896,predicted scores
3208,0.5963049530982971,predicted scores
3209,-0.9172041416168213,predicted scores
3210,-0.3946572542190552,predicted scores
3211,-1.1717543601989746,predicted scores
3212,-0.5440354347229004,predicted scores
3213,-0.5221396684646606,predicted scores
3214,-1.2457993030548096,predicted scores
3215,-0.5115548372268677,predicted scores
3216,-0.4149892330169678,predicted scores
3217,-0.09469926357269287,predicted scores
3218,-0.7711542844772339,predicted scores
3219,-0.7627935409545898,predicted scores
3220,-1.0233252048492432,predicted scores
3221,-0.621166467666626,predicted scores
3222,-2.7315900325775146,predicted scores
3223,-0.29978492856025696,predicted scores
3224,-0.8371230363845825,predicted scores
3225,-0.5342553853988647,predicted scores
3226,-0.8603595495223999,predicted scores
3227,-1.1403073072433472,predicted scores
3228,-0.9093834161758423,predicted scores
3229,-0.504592776298523,predicted scores
3230,-0.5577603578567505,predicted scores
3231,-0.7838519811630249,predicted scores
3232,-0.7124648690223694,predicted scores
3233,-0.08237725496292114,predicted scores
3234,-0.5959997773170471,predicted scores
3235,-0.32198986411094666,predicted scores
3236,-0.780151903629303,predicted scores
3237,-0.20697101950645447,predicted scores
3238,-1.4384539127349854,predicted scores
3239,-0.6929639577865601,predicted scores
3240,-0.42753854393959045,predicted scores
3241,-0.6011156439781189,predicted scores
3242,-0.8302138447761536,predicted scores
3243,-4.037724494934082,predicted scores
3244,-0.603410005569458,predicted scores
3245,-1.0647581815719604,predicted scores
3246,-0.3376191556453705,predicted scores
3247,0.09514617919921875,predicted scores
3248,-0.49906742572784424,predicted scores
3249,-0.5006139278411865,predicted scores
3250,-1.182938575744629,predicted scores
3251,-0.41843724250793457,predicted scores
3252,-0.20683884620666504,predicted scores
3253,-0.13447532057762146,predicted scores
3254,-0.7872098088264465,predicted scores
3255,-0.9002214670181274,predicted scores
3256,-0.8248827457427979,predicted scores
3257,-0.6007799506187439,predicted scores
3258,-0.46998143196105957,predicted scores
3259,-0.34690117835998535,predicted scores
3260,-0.7944853901863098,predicted scores
3261,-0.06497043371200562,predicted scores
3262,-0.6431604623794556,predicted scores
3263,-0.070620596408844,predicted scores
3264,-0.6160079836845398,predicted scores
3265,-0.7290564775466919,predicted scores
3266,-0.15833759307861328,predicted scores
3267,-0.32703715562820435,predicted scores
3268,-0.5004571676254272,predicted scores
3269,0.2064703106880188,predicted scores
3270,-0.7076466083526611,predicted scores
3271,-0.307220995426178,predicted scores
3272,-0.9499840140342712,predicted scores
3273,0.16513830423355103,predicted scores
3274,-0.24784570932388306,predicted scores
3275,-0.6360624432563782,predicted scores
3276,-0.712007462978363,predicted scores
3277,-0.4167194366455078,predicted scores
3278,-0.5482438802719116,predicted scores
3279,-0.4033114016056061,predicted scores
3280,-0.8030281066894531,predicted scores
3281,-0.4044454097747803,predicted scores
3282,-0.5755140781402588,predicted scores
3283,-0.8785436153411865,predicted scores
3284,-0.9188361167907715,predicted scores
3285,-0.9334631562232971,predicted scores
3286,-0.9765539765357971,predicted scores
3287,-0.5846898555755615,predicted scores
3288,-1.2304750680923462,predicted scores
3289,-0.7382350564002991,predicted scores
3290,-1.6108193397521973,predicted scores
3291,-1.289907693862915,predicted scores
3292,-0.10623693466186523,predicted scores
3293,-0.5949546694755554,predicted scores
3294,-0.7282701730728149,predicted scores
3295,-0.5590552687644958,predicted scores
3296,0.5999974608421326,predicted scores
3297,-0.4362120032310486,predicted scores
3298,-0.576758623123169,predicted scores
3299,-0.6797560453414917,predicted scores
3300,-0.6652737259864807,predicted scores
3301,-0.2679687440395355,predicted scores
3302,-0.682364284992218,predicted scores
3303,-0.46240323781967163,predicted scores
3304,-0.5248903036117554,predicted scores
3305,-0.9283877611160278,predicted scores
3306,-0.40251868963241577,predicted scores
3307,-0.4055984616279602,predicted scores
3308,-0.5258370041847229,predicted scores
3309,-0.5073477029800415,predicted scores
3310,-0.7319692969322205,predicted scores
3311,-0.6261035799980164,predicted scores
3312,-0.07347548007965088,predicted scores
3313,-0.17818841338157654,predicted scores
3314,-0.3219514489173889,predicted scores
3315,-0.5516453385353088,predicted scores
3316,-0.3283584415912628,predicted scores
3317,-0.45032620429992676,predicted scores
3318,-0.4593440294265747,predicted scores
3319,-0.29249778389930725,predicted scores
3320,-0.5906378626823425,predicted scores
3321,-0.22495689988136292,predicted scores
3322,-0.7745871543884277,predicted scores
3323,-0.6446911096572876,predicted scores
3324,-0.3610612750053406,predicted scores
3325,-0.26680660247802734,predicted scores
3326,-1.1072008609771729,predicted scores
3327,-1.1076560020446777,predicted scores
3328,-0.7001715302467346,predicted scores
3329,-0.2894626259803772,predicted scores
3330,-0.3164435625076294,predicted scores
3331,-0.5994071960449219,predicted scores
3332,-0.42454200983047485,predicted scores
3333,-0.17228415608406067,predicted scores
3334,-0.49444183707237244,predicted scores
3335,-1.1528229713439941,predicted scores
3336,-1.2931535243988037,predicted scores
3337,-0.8182243704795837,predicted scores
3338,-0.7568791508674622,predicted scores
3339,-0.638900637626648,predicted scores
3340,-0.5435610413551331,predicted scores
3341,-1.7161648273468018,predicted scores
3342,-0.39275407791137695,predicted scores
3343,-0.08137935400009155,predicted scores
3344,-0.395376592874527,predicted scores
3345,-0.6484925746917725,predicted scores
3346,-0.8282506465911865,predicted scores
3347,-0.5137674808502197,predicted scores
3348,0.949069082736969,predicted scores
3349,-0.5489999651908875,predicted scores
3350,-0.558830976486206,predicted scores
3351,-0.17916923761367798,predicted scores
3352,-0.7025375366210938,predicted scores
3353,-0.3844841718673706,predicted scores
3354,-0.6937820911407471,predicted scores
3355,-0.4938277304172516,predicted scores
3356,-0.16394296288490295,predicted scores
3357,-0.40139222145080566,predicted scores
3358,-1.256093144416809,predicted scores
3359,-0.5538958311080933,predicted scores
3360,-0.4024646580219269,predicted scores
3361,-0.5935208201408386,predicted scores
3362,-1.066267490386963,predicted scores
3363,-0.261741042137146,predicted scores
3364,-0.44584429264068604,predicted scores
3365,-0.6278650760650635,predicted scores
3366,-0.5678719878196716,predicted scores
3367,-0.6543046236038208,predicted scores
3368,-0.359866738319397,predicted scores
3369,-0.3265802562236786,predicted scores
3370,-0.3094596266746521,predicted scores
3371,-0.6072896122932434,predicted scores
3372,-0.2836349904537201,predicted scores
3373,-0.028251588344573975,predicted scores
3374,-0.7517884969711304,predicted scores
3375,-0.8093889951705933,predicted scores
3376,-0.21124336123466492,predicted scores
3377,-1.2421094179153442,predicted scores
3378,-0.5872259140014648,predicted scores
3379,0.6904928088188171,predicted scores
3380,-0.5338492393493652,predicted scores
3381,-0.4115425944328308,predicted scores
3382,-0.6706854104995728,predicted scores
3383,-0.28378671407699585,predicted scores
3384,-0.6397812366485596,predicted scores
3385,-0.4461670517921448,predicted scores
3386,-0.44214391708374023,predicted scores
3387,-0.07477104663848877,predicted scores
3388,-0.40205705165863037,predicted scores
3389,-0.2676224708557129,predicted scores
3390,-0.5278049111366272,predicted scores
3391,-1.0208052396774292,predicted scores
3392,-0.5465436577796936,predicted scores
3393,-0.5014086365699768,predicted scores
3394,-0.6694589257240295,predicted scores
3395,-0.07301950454711914,predicted scores
3396,-0.8679550290107727,predicted scores
3397,-0.48781561851501465,predicted scores
3398,-0.6692686080932617,predicted scores
3399,-0.17945259809494019,predicted scores
3400,-0.3940516710281372,predicted scores
3401,-0.8681215643882751,predicted scores
3402,-0.6662944555282593,predicted scores
3403,-0.2831076383590698,predicted scores
3404,-0.35438472032546997,predicted scores
3405,-1.1116679906845093,predicted scores
3406,-0.17333313822746277,predicted scores
3407,-1.1136565208435059,predicted scores
3408,-0.5129899978637695,predicted scores
3409,-0.6082068681716919,predicted scores
3410,-0.4362597167491913,predicted scores
3411,-0.7590831518173218,predicted scores
3412,-0.6681976914405823,predicted scores
3413,-0.8842336535453796,predicted scores
3414,-0.4689643383026123,predicted scores
3415,-0.6494934558868408,predicted scores
3416,-0.46428006887435913,predicted scores
3417,-0.8852776885032654,predicted scores
3418,-1.4492812156677246,predicted scores
3419,-1.1998679637908936,predicted scores
3420,-0.2683437466621399,predicted scores
3421,-0.8292927145957947,predicted scores
3422,-0.5299819707870483,predicted scores
3423,-0.5806084275245667,predicted scores
3424,-0.40245530009269714,predicted scores
3425,-0.13878101110458374,predicted scores
3426,-0.921608567237854,predicted scores
3427,-0.5194528698921204,predicted scores
3428,-0.9266477823257446,predicted scores
3429,-0.2874569892883301,predicted scores
3430,-0.9190675020217896,predicted scores
3431,-0.3423004150390625,predicted scores
3432,-0.3999417722225189,predicted scores
3433,-0.740219235420227,predicted scores
3434,-1.3221174478530884,predicted scores
3435,-0.3431544303894043,predicted scores
3436,-0.6266719102859497,predicted scores
3437,-1.2102949619293213,predicted scores
3438,-0.2371843457221985,predicted scores
3439,-0.8522193431854248,predicted scores
3440,-0.6258878111839294,predicted scores
3441,-0.6414607763290405,predicted scores
3442,-0.8531503677368164,predicted scores
3443,-0.5480846166610718,predicted scores
3444,-0.63824063539505,predicted scores
3445,-0.4418174922466278,predicted scores
3446,-0.6213873624801636,predicted scores
3447,-0.14644324779510498,predicted scores
3448,-0.4146442413330078,predicted scores
3449,-0.6152480840682983,predicted scores
3450,-0.8904145956039429,predicted scores
3451,-0.7715276479721069,predicted scores
3452,0.0639684796333313,predicted scores
3453,-0.647382915019989,predicted scores
3454,-0.3555123507976532,predicted scores
3455,-1.0846753120422363,predicted scores
3456,-0.39607298374176025,predicted scores
3457,-0.8810368776321411,predicted scores
3458,-0.6850364208221436,predicted scores
3459,-0.539304792881012,predicted scores
3460,-0.46672189235687256,predicted scores
3461,-0.7350578904151917,predicted scores
3462,-0.2178497612476349,predicted scores
3463,-0.4433828592300415,predicted scores
3464,-1.6533749103546143,predicted scores
3465,-1.1696057319641113,predicted scores
3466,-0.9726603031158447,predicted scores
3467,1.5535202026367188,predicted scores
3468,-1.0743777751922607,predicted scores
3469,-0.33438000082969666,predicted scores
3470,-0.9585187435150146,predicted scores
3471,-0.6557689309120178,predicted scores
3472,-1.1770966053009033,predicted scores
3473,-0.6568514108657837,predicted scores
3474,0.17244142293930054,predicted scores
3475,-0.3366538882255554,predicted scores
3476,-0.3857980966567993,predicted scores
3477,-0.7560241222381592,predicted scores
3478,-1.1749684810638428,predicted scores
3479,-1.2395260334014893,predicted scores
3480,-0.4614667594432831,predicted scores
3481,-0.4159737229347229,predicted scores
3482,-0.7762689590454102,predicted scores
3483,-0.41348692774772644,predicted scores
3484,-1.9950129985809326,predicted scores
3485,-0.7382488250732422,predicted scores
3486,-0.358950138092041,predicted scores
3487,-1.5459898710250854,predicted scores
3488,-0.7007248997688293,predicted scores
3489,-0.594104528427124,predicted scores
3490,-0.33687248826026917,predicted scores
3491,-0.864187479019165,predicted scores
3492,-0.9414733052253723,predicted scores
3493,-1.17435884475708,predicted scores
3494,-0.18032419681549072,predicted scores
3495,-0.42747414112091064,predicted scores
3496,-0.30172526836395264,predicted scores
3497,-0.39442598819732666,predicted scores
3498,-0.5510222911834717,predicted scores
3499,-0.49121105670928955,predicted scores
3500,-0.6177064776420593,predicted scores
3501,1.3410406112670898,predicted scores
3502,-0.5465540885925293,predicted scores
3503,-0.5211326479911804,predicted scores
3504,-0.38015198707580566,predicted scores
3505,-0.7587143182754517,predicted scores
3506,-0.8188249468803406,predicted scores
3507,-0.562245786190033,predicted scores
3508,-1.0079370737075806,predicted scores
3509,-0.8612507581710815,predicted scores
3510,-0.5621832013130188,predicted scores
3511,-0.7427306175231934,predicted scores
3512,-0.8766371011734009,predicted scores
3513,-0.6497387290000916,predicted scores
3514,-0.6132400035858154,predicted scores
3515,-0.6010420918464661,predicted scores
3516,-0.5608945488929749,predicted scores
3517,-0.37445664405822754,predicted scores
3518,-1.0474045276641846,predicted scores
3519,-0.29128172993659973,predicted scores
3520,-0.840503990650177,predicted scores
3521,-0.49357664585113525,predicted scores
3522,-0.5648953318595886,predicted scores
3523,-0.32425567507743835,predicted scores
3524,-0.47102391719818115,predicted scores
3525,-0.5571075081825256,predicted scores
3526,-0.30790048837661743,predicted scores
3527,-0.5999507904052734,predicted scores
3528,-0.4989538788795471,predicted scores
3529,-0.5927862524986267,predicted scores
3530,-0.5904489755630493,predicted scores
3531,-0.536443829536438,predicted scores
3532,-0.8056999444961548,predicted scores
3533,-0.32240045070648193,predicted scores
3534,-0.5795978903770447,predicted scores
3535,-1.3873636722564697,predicted scores
3536,0.14398056268692017,predicted scores
3537,-0.5072956085205078,predicted scores
3538,-0.3752129077911377,predicted scores
3539,-0.4794565737247467,predicted scores
3540,-0.7024126052856445,predicted scores
3541,-1.140881896018982,predicted scores
3542,0.03868305683135986,predicted scores
3543,-0.30092015862464905,predicted scores
3544,-0.6653525829315186,predicted scores
3545,-0.9287124276161194,predicted scores
3546,-0.8785009980201721,predicted scores
3547,-0.757726788520813,predicted scores
3548,-0.5342549681663513,predicted scores
3549,-0.708245575428009,predicted scores
3550,-0.3988833427429199,predicted scores
3551,-0.5054919719696045,predicted scores
3552,-0.2734367549419403,predicted scores
3553,-0.9537573456764221,predicted scores
3554,-0.5467073321342468,predicted scores
3555,-0.35332614183425903,predicted scores
3556,-0.4263654351234436,predicted scores
3557,-0.3956112265586853,predicted scores
3558,-0.8444763422012329,predicted scores
3559,-0.5588972568511963,predicted scores
3560,-0.5687058568000793,predicted scores
3561,-0.8719197511672974,predicted scores
3562,-0.43393146991729736,predicted scores
3563,-0.395782470703125,predicted scores
3564,-0.6240895390510559,predicted scores
3565,-1.763674259185791,predicted scores
3566,-0.7289456129074097,predicted scores
3567,-1.4225655794143677,predicted scores
3568,-0.24551871418952942,predicted scores
3569,-0.8970581293106079,predicted scores
3570,-0.3829888701438904,predicted scores
3571,-0.9391236305236816,predicted scores
3572,-1.2040555477142334,predicted scores
3573,-0.6017948389053345,predicted scores
3574,-0.623558521270752,predicted scores
3575,-0.515379786491394,predicted scores
3576,-0.5270178318023682,predicted scores
3577,-1.2841451168060303,predicted scores
3578,-0.9823271036148071,predicted scores
3579,-0.3547855615615845,predicted scores
3580,-0.19292816519737244,predicted scores
3581,-0.5758066773414612,predicted scores
3582,-0.05369246006011963,predicted scores
3583,-0.5476289391517639,predicted scores
3584,-0.6813505291938782,predicted scores
3585,-0.37792131304740906,predicted scores
3586,-0.46473878622055054,predicted scores
